credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,credit_card,0.1154,39.6,9.903487553,2.04,662,3.1205479452054794,1153,75.8,2,0,0,0
1,credit_card,0.1343,678.08,11.88448902,10.15,682,11.53413241917808,41674,74.1,0,0,0,1
1,credit_card,0.1249,401.37,11.22524339,15.0,682,12.271232876712329,43039,93.4,3,0,0,0
1,all_other,0.0964,205.45,11.00209984,7.72,712,6.284817350684931,3362,69.3,0,0,0,0
1,debt_consolidation,0.1186,397.75,11.08214255,7.14,682,23.91780821917808,11868,71.9,0,2,0,0
1,all_other,0.0743,155.38,10.59663473,2.55,772,22.438242008219177,2562,14.0,2,0,0,0
1,all_other,0.1028,113.39,9.903487553,1.5,682,3.863013698630137,1882,32.4,0,0,0,0
1,debt_consolidation,0.1186,99.44,10.49551521,7.47,667,6.986301369863014,1064,70.9,2,0,1,0
1,credit_card,0.0807,109.79,11.49272276,8.52,752,13.643721460273971,6432,6.0,0,1,0,0
1,all_other,0.1059,32.55,10.43382164,14.47,687,3.041095890410959,4485,36.9,1,0,0,1
1,all_other,0.0996,112.87,11.26446411,11.06,702,13.643721460273971,16310,20.5,0,1,0,0
1,debt_consolidation,0.0964,160.51,11.77528973,8.55,712,16.273972602739725,20969,40.2,0,0,0,0
1,debt_consolidation,0.1375,340.57,10.46310334,17.38,707,7.397146117808219,22213,65.9,0,0,0,0
1,home_improvement,0.0775,156.11,12.32385568,6.48,752,14.630022830136985,2160,2.3,1,0,0,0
1,credit_card,0.0743,155.38,11.15625052,4.56,812,26.873972602739727,813,1.0,0,0,0,0
1,home_improvement,0.0807,235.25,11.91839057,2.72,757,14.252054794520548,23678,24.4,4,0,0,0
1,debt_consolidation,0.0996,257.99,10.77895629,15.13,722,7.232876712328767,11289,47.8,3,0,0,0
1,small_business,0.1501,225.37,12.26904744,6.45,677,17.095890410958905,56411,75.3,0,0,0,1
1,home_improvement,0.0964,80.26,11.22524339,20.0,772,13.482077624657533,269,3.8,3,0,0,1
1,home_improvement,0.128,84.0,10.37349118,20.0,682,15.046575342465754,3408,35.1,1,0,0,1
1,debt_consolidation,0.1122,507.46,10.59663473,13.5,712,14.709474884931506,6513,34.3,3,0,1,1
1,educational,0.0743,124.31,10.59663473,3.45,772,4.767009131506849,330,11.0,0,0,0,0
1,credit_card,0.087,63.32,11.15625052,6.07,712,6.986301369863014,5967,19.8,1,0,0,0
1,all_other,0.1091,130.79,9.798127037,18.0,707,6.005479452054795,5533,79.6,1,0,0,0
1,home_improvement,0.0775,93.67,11.73606902,2.14,762,22.931506849315067,21050,1.0,0,0,0,0
1,all_other,0.0775,93.67,10.81977828,5.35,762,22.931506849315067,21050,0.7,0,0,0,0
1,all_other,0.087,88.65,11.69524702,15.0,742,8.29041095890411,8155,14.9,1,0,0,0
1,all_other,0.0964,128.41,11.51292546,15.0,722,8.29041095890411,8155,14.9,1,0,0,0
1,home_improvement,0.087,94.98,11.03488966,12.23,737,7.479337898630137,3678,30.7,0,0,0,0
1,debt_consolidation,0.1217,179.8,10.46310334,7.1,662,8.065753424657535,2040,36.2,2,0,0,0
1,credit_card,0.1533,444.05,11.00209984,19.52,667,7.399885843835617,33074,68.8,2,0,0,0
1,all_other,0.0775,124.89,11.03165864,3.46,747,6.901369863013699,1918,17.1,0,0,0,0
1,credit_card,0.1533,644.3,11.40756495,5.24,662,4.8493150684931505,22379,62.2,0,0,0,0
1,small_business,0.0964,642.02,11.47210347,2.86,737,6.0,10296,42.5,0,0,0,1
1,small_business,0.1154,104.76,9.61580548,12.24,672,3.5341324191780825,2867,55.1,3,0,0,1
1,debt_consolidation,0.1122,157.66,10.30895266,12.36,682,4.8493150684931505,12310,86.1,0,0,0,0
1,debt_consolidation,0.087,383.87,11.91839057,4.8,767,36.57522830136986,61921,39.1,0,0,0,0
1,credit_card,0.1122,217.6,11.38509209,18.0,702,10.205479452054794,16738,26.1,2,0,0,0
1,all_other,0.0807,297.99,11.05089001,3.49,792,16.27123287671233,40384,9.2,1,0,0,0
1,debt_consolidation,0.0775,156.11,10.71441777,5.0,762,5.838356164383562,1359,5.6,2,0,0,0
1,debt_consolidation,0.1154,329.95,12.32385568,20.0,727,28.197260273972603,107501,44.8,2,0,0,0
1,all_other,0.0807,313.67,12.06104687,0.72,787,21.945205479452056,3054,5.6,3,0,0,0
1,all_other,0.0807,297.99,11.40756495,2.44,792,23.884817350684934,40384,9.6,0,0,0,0
1,home_improvement,0.0933,239.65,11.44035477,9.66,792,12.408219178082192,128000,0.0,3,0,0,0
1,debt_consolidation,0.0712,61.87,11.6784399,0.43,772,16.263013698630136,4709,18.5,0,0,0,0
1,all_other,0.1186,94.47,10.71441777,2.8,667,14.95890410958904,2850,75.0,0,1,0,0
1,small_business,0.1501,73.68,11.47210347,16.89,702,11.178082191780822,51,0.0,0,0,0,1
1,home_improvement,0.0807,313.67,11.91839057,5.84,792,14.698515980821917,37152,3.7,0,0,0,0
1,debt_consolidation,0.0933,543.2,11.22524339,9.55,762,15.6163242,3839,16.6,1,0,0,0
1,home_improvement,0.0807,313.67,11.35040654,3.11,797,14.69577625479452,37152,3.7,0,0,0,0
1,credit_card,0.1217,266.37,11.15625052,10.2,672,9.860159816438356,26283,39.5,0,1,0,1
1,debt_consolidation,0.1028,210.6,10.71441777,5.87,692,4.7724885835616435,5607,42.2,0,0,0,0
1,all_other,0.1249,234.15,10.04324949,5.01,662,3.041095890410959,1061,81.9,3,0,0,0
1,debt_consolidation,0.1028,323.99,11.69524702,14.4,722,12.821803652054793,56740,77.5,1,0,0,0
1,credit_card,0.1059,235.96,10.95080655,7.22,712,15.12054794520548,40598,77.3,1,0,0,0
1,debt_consolidation,0.1438,352.22,11.184421400000002,17.83,687,3.5341324191780825,3815,6.5,1,0,0,0
1,all_other,0.0743,117.31,11.69524702,0.0,772,10.76700913150685,0,0.0,1,0,0,0
1,debt_consolidation,0.0712,64.96,11.60823564,0.22,812,44.41917808219178,50,0.3,0,0,0,0
1,small_business,0.1565,699.69,11.42954386,1.53,667,9.873858446575342,4569,56.4,1,0,0,0
1,educational,0.1059,195.27,9.852194257999999,8.15,692,8.46563926849315,8528,86.1,0,0,0,0
1,credit_card,0.1122,295.59,10.385913699999998,22.15,747,7.640981734246576,14345,45.8,0,0,0,0
1,small_business,0.1122,217.59,10.81977828,18.38,707,9.202739726027398,113,2.4,1,0,0,0
1,debt_consolidation,0.1375,263.09,11.03811028,9.8,677,8.46563926849315,12231,81.0,3,0,0,1
1,debt_consolidation,0.1467,248.43,10.95080655,20.76,667,10.273972602739725,13552,69.1,0,1,0,0
1,credit_card,0.1028,194.4,11.37710574,10.6,692,6.821803652054794,16813,63.9,0,0,0,0
1,debt_consolidation,0.1249,301.04,10.57131693,5.08,667,10.10958904109589,26233,62.9,3,0,1,1
1,all_other,0.0743,163.92,11.35040654,2.64,782,25.232876712328768,5760,16.0,0,0,0,0
1,all_other,0.1028,150.66,10.727663,3.26,687,17.83550228219178,105,35.0,1,1,0,1
1,debt_consolidation,0.1122,217.59,10.9525594,13.77,682,5.917808219178082,11490,95.7,0,0,0,0
1,home_improvement,0.1312,85.23,10.59663473,20.67,692,14.383561643835616,17641,30.5,3,1,0,0
1,all_other,0.1122,328.43,10.30895266,20.4,742,8.95890410958904,0,0.0,3,0,0,0
1,all_other,0.0807,165.47,10.91508846,12.0,797,24.08219178082192,12430,19.2,1,0,0,0
1,debt_consolidation,0.1091,140.6,10.49127422,9.87,707,4.273972602739726,12323,44.0,0,0,0,0
1,all_other,0.1028,98.01,11.40756495,9.13,697,9.04109589041096,38624,97.8,0,0,0,0
1,small_business,0.1217,166.48,9.210340372000001,0.0,662,6.164383561643835,875,54.7,2,1,0,1
1,small_business,0.1249,284.32,11.35040654,6.38,667,19.808105021917807,1196,12.0,3,4,0,0
1,small_business,0.1438,194.15,13.08154138,2.4,697,7.561529679452055,26628,60.4,3,1,0,0
1,all_other,0.1028,138.51,10.34174248,24.81,767,15.862899542465753,6752,24.6,2,0,0,0
1,debt_consolidation,0.1249,70.25,9.433483922999999,14.4,662,4.024657534246575,458,91.6,1,0,0,1
1,credit_card,0.0838,252.1,11.56171563,9.71,752,9.613584473972603,16786,44.7,0,0,0,0
1,all_other,0.0901,263.19,11.69524702,12.16,742,26.630022830136987,7336,29.9,0,0,0,0
1,all_other,0.0933,104.65,11.03488966,3.83,702,10.10958904109589,7089,41.9,1,0,0,0
1,debt_consolidation,0.0807,172.53,10.89673933,6.29,742,13.972602739726028,18388,68.9,0,0,0,0
1,credit_card,0.0996,38.7,10.37349118,1.13,677,5.260273972602739,613,76.6,2,0,0,0
1,educational,0.1249,100.35,10.279180499999999,12.77,662,3.041095890410959,566,51.5,3,1,0,1
1,debt_consolidation,0.128,335.98,10.50232405,18.92,682,6.079452054794521,9166,50.4,1,0,0,0
1,all_other,0.1091,163.49,10.57131693,11.78,707,13.394520547945206,5406,33.4,0,0,1,1
1,all_other,0.0996,32.25,10.46310334,5.83,687,5.914954336986302,1188,3.0,2,0,0,1
1,educational,0.0996,96.75,9.798127037,15.4,707,30.81906391780822,12003,40.4,1,0,0,0
1,all_other,0.1059,72.42,11.00209984,8.14,707,13.150684931506849,20511,62.0,1,0,0,1
1,small_business,0.0964,90.68,11.15625052,18.0,732,10.112328767123287,55720,10.0,2,0,0,0
1,all_other,0.0807,259.58,10.79957558,9.89,772,27.041095890410958,7744,17.1,0,0,0,0
1,all_other,0.0964,169.32,11.15625052,17.57,737,14.876598172602739,51761,38.0,1,0,0,0
1,credit_card,0.1154,205.4,10.71441777,17.76,717,4.109589041095891,579,23.2,0,0,0,0
1,debt_consolidation,0.1312,162.01,11.35040654,16.87,707,24.821803652054797,34776,54.3,0,0,0,1
1,debt_consolidation,0.1028,226.8,10.92233487,10.05,692,5.178082191780822,8047,33.8,0,0,0,0
1,all_other,0.1059,162.73,9.61580548,24.4,737,8.794406391780822,0,0.0,3,0,0,0
1,debt_consolidation,0.1154,158.38,10.1266311,18.19,672,7.0849315068493155,409,81.8,0,1,0,0
1,small_business,0.0901,795.11,10.95080655,8.93,822,26.56700913150685,185,0.5,0,0,0,0
1,debt_consolidation,0.0996,158.83,11.33857208,4.84,727,17.34246575342466,48251,50.1,2,0,0,0
1,all_other,0.1028,97.2,10.54534144,19.93,687,7.068493150684931,772,96.5,0,0,0,0
1,debt_consolidation,0.1154,263.97,10.81977828,8.04,672,8.463013698630137,1019,4.5,1,1,0,0
1,small_business,0.1091,404.62,10.75177778,16.39,692,15.452054794520548,8332,39.9,2,0,0,0
1,all_other,0.0775,307.53,11.15625052,9.09,797,16.68481735068493,1790,4.5,1,0,0,0
1,debt_consolidation,0.128,839.95,11.22524339,24.85,722,17.34246575342466,62739,74.7,3,0,0,1
1,all_other,0.1059,269.31,11.59910316,24.01,767,12.783447487671232,29901,71.2,2,0,0,1
1,debt_consolidation,0.1186,265.18,10.858999,11.31,667,4.273972602739726,5867,74.3,1,0,0,0
1,home_improvement,0.0964,802.47,11.26446411,0.8,732,5.835502282191781,10605,22.1,1,0,0,0
1,debt_consolidation,0.1091,505.16,11.69524702,16.97,697,26.46301369863014,57196,44.5,3,0,0,1
1,home_improvement,0.0901,318.05,12.52452638,2.97,712,13.476712328767123,481,80.2,2,0,0,1
1,educational,0.0838,315.12,10.30895266,4.2,737,4.273972602739726,2282,19.0,1,0,0,0
1,all_other,0.1091,130.79,9.574983486,8.92,672,3.1232876712328768,3614,61.3,1,0,0,0
1,debt_consolidation,0.1059,227.82,11.05879518,8.5,682,18.739611871232874,14930,79.0,1,0,1,0
1,credit_card,0.0996,643.36,11.66134547,13.07,727,28.849200904109587,33989,82.9,0,0,0,0
1,all_other,0.147,51.78,10.1266311,3.84,632,4.191780821917808,1238,61.9,1,1,0,0
1,educational,0.0901,572.48,10.62132735,15.37,747,20.54794520547945,4746,18.5,2,0,0,0
1,all_other,0.0775,149.87,9.952277717000001,6.34,752,8.2986301369863,3470,25.5,0,0,0,0
1,all_other,0.0996,96.75,11.03488966,11.98,682,4.928767123287671,12640,83.2,0,0,0,0
1,home_improvement,0.0712,92.8,11.44035477,0.0,812,22.602739726027398,368,1.2,0,0,0,0
1,credit_card,0.1091,192.09,11.09741002,19.82,677,11.753424657534246,30597,89.5,1,1,0,0
1,all_other,0.1154,593.92,10.20359214,10.8,682,13.835616438356164,8537,75.5,0,0,0,0
1,debt_consolidation,0.1091,392.36,10.46310334,15.74,692,4.1097031972602736,15649,54.5,2,0,0,0
1,educational,0.0775,156.11,10.858999,9.55,767,35.506963479452054,4067,7.3,0,0,0,0
1,debt_consolidation,0.1028,155.52,10.46310334,7.51,687,7.657534246575342,5836,68.7,0,0,1,0
1,credit_card,0.1028,485.99,11.38509209,11.95,702,13.89041095890411,24615,94.7,0,0,0,0
1,all_other,0.1028,116.64,10.30895266,7.88,687,14.05490867671233,7600,71.7,0,0,1,0
1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,5.175456621917808,9495,87.9,2,0,0,1
1,credit_card,0.0775,149.87,9.903487553,10.26,757,17.34257990958904,4921,30.4,0,0,0,0
1,educational,0.1154,211.17,11.46163217,1.83,667,9.372716895890411,11200,23.2,1,0,0,0
1,debt_consolidation,0.0743,186.45,11.13730067,6.11,777,20.383675800000002,2444,5.6,3,0,0,0
1,debt_consolidation,0.0933,790.86,11.00209984,0.82,767,5.7534246575342465,916,6.8,0,0,0,0
1,small_business,0.0901,795.11,13.33100224,3.83,782,10.027397260273972,148829,6.6,5,0,0,1
1,credit_card,0.087,126.65,10.69194491,18.71,747,9.945205479452055,3209,12.6,0,0,0,0
1,credit_card,0.1091,294.27,11.28978191,17.17,677,10.520662101369863,7570,82.3,0,0,0,0
1,debt_consolidation,0.1091,404.62,11.28978191,9.23,687,6.901369863013699,13126,96.5,0,0,1,0
1,debt_consolidation,0.1186,397.77,11.91839057,20.48,687,12.197374430136987,66654,51.6,1,0,0,0
1,debt_consolidation,0.0743,178.68,11.46163217,1.2,812,44.54531964383561,50,0.3,0,0,0,0
1,educational,0.1028,29.16,9.392661928999999,16.7,687,5.668493150684932,3084,65.6,3,0,0,1
1,small_business,0.0996,417.62,11.42954386,6.48,712,15.369977169863015,2598,23.8,1,0,0,0
1,credit_card,0.1059,130.18,11.03488966,17.81,682,17.34257990958904,18168,68.5,2,0,0,0
1,all_other,0.1122,98.53,10.40134951,22.79,682,25.723287671232878,24218,85.3,2,0,0,0
1,all_other,0.0807,15.69,9.798127037,4.27,722,4.027397260273973,0,0.0,0,0,0,0
1,credit_card,0.1091,523.14,12.20607265,10.7,697,20.054794520547944,72303,73.7,1,0,0,0
1,all_other,0.087,557.23,11.938193199999999,0.12,757,3.090525115068493,1032,5.0,0,0,0,0
1,all_other,0.1122,315.3,10.65725935,14.6,677,9.945205479452055,133,4.2,1,0,0,0
1,debt_consolidation,0.1154,527.93,10.70099475,12.16,682,5.835616438356165,34023,57.7,1,2,0,1
1,major_purchase,0.0743,93.23,11.184421400000002,11.18,757,12.328881279452055,12430,29.6,5,0,0,0
1,debt_consolidation,0.0775,202.94,10.77895629,13.53,787,28.109703205479452,10742,8.9,3,0,0,0
1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,7.641210046575343,2197,75.8,0,2,0,1
1,all_other,0.1028,158.76,10.69194491,15.3,692,12.082191780821917,88,23.8,1,3,0,1
1,debt_consolidation,0.1028,485.99,10.81977828,11.88,702,19.23299086849315,13867,33.7,0,0,0,0
1,all_other,0.0996,322.49,11.19134184,10.28,702,13.479566210958906,3943,98.6,3,0,0,1
1,debt_consolidation,0.087,189.97,10.08580911,19.45,757,10.60285388219178,5405,40.0,2,0,0,0
1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,8.301484019178082,12102,49.0,1,0,0,0
1,debt_consolidation,0.1217,599.33,11.61045137,18.3,682,11.997260273972604,18076,81.4,1,0,0,0
1,debt_consolidation,0.1217,132.35,10.20359214,23.2,702,14.463127854794521,4504,39.2,1,0,0,1
1,small_business,0.1186,828.69,10.858999,9.74,712,13.312442923287673,25852,60.5,0,0,0,0
1,credit_card,0.1091,604.88,10.858999,17.56,707,22.084931506849315,32438,43.0,0,1,0,0
1,debt_consolidation,0.087,538.23,10.93131966,11.51,747,17.096004567123288,20380,48.1,2,0,0,0
1,credit_card,0.0933,172.55,10.645424900000002,16.09,707,6.082191780821918,38054,61.2,0,0,0,0
1,small_business,0.1091,604.88,10.49127422,4.67,697,3.863013698630137,25,0.2,2,0,0,0
1,all_other,0.0996,290.24,10.54534144,3.38,697,4.882191780821918,3305,55.1,2,0,0,0
1,major_purchase,0.1186,530.36,11.36674295,15.1,682,10.684931506849315,348,4.8,0,0,0,1
1,all_other,0.087,158.31,10.08580911,6.15,722,3.6986301369863015,3015,25.3,0,0,0,0
1,debt_consolidation,0.1059,390.54,10.30895266,19.84,702,5.594634704109589,7336,71.9,1,0,0,0
1,credit_card,0.1249,301.04,10.858999,4.98,662,18.16449771780822,8644,72.6,1,0,0,0
1,small_business,0.1154,659.91,11.47210347,17.81,707,9.942465753424658,93,0.0,2,0,0,1
1,small_business,0.0743,217.52,10.66895539,1.65,777,7.887671232876713,2698,9.5,0,0,0,0
1,home_improvement,0.1028,388.79,11.48246626,5.58,697,13.150799087671235,19009,30.0,0,0,0,0
1,major_purchase,0.087,158.31,10.77895629,0.38,717,35.42477169863014,498,7.3,2,1,0,0
1,debt_consolidation,0.1217,319.64,11.00209984,19.28,672,12.986301369863014,10358,91.7,2,0,1,1
1,credit_card,0.1028,103.68,11.22524339,9.7,682,35.013698630136986,2105,45.3,0,3,0,0
1,home_improvement,0.0964,154.08,11.00209984,12.94,697,8.134360731506849,2822,9.9,3,0,0,0
1,debt_consolidation,0.1059,650.9,11.58988651,11.96,707,13.89041095890411,21004,97.7,0,0,0,0
1,all_other,0.1375,81.74,10.75790288,24.08,667,7.726027397260274,11675,75.8,1,0,0,0
1,all_other,0.0901,238.54,9.875088078,10.37,712,3.3699771698630134,3933,43.7,0,0,0,0
1,debt_consolidation,0.128,335.98,10.98189713,7.51,662,11.257648402739727,7251,80.6,3,0,2,0
1,all_other,0.1217,93.23,10.71441777,19.19,692,12.16449771780822,88,44.0,1,3,0,1
1,all_other,0.0933,95.87,10.50780352,2.69,697,12.821917808219178,1492,33.2,2,0,0,0
1,debt_consolidation,0.0996,95.94,10.1266311,14.16,692,5.254908676712329,7121,33.7,0,0,0,0
1,debt_consolidation,0.128,554.37,11.03488966,19.22,677,8.3836758,17641,69.5,2,0,0,0
1,small_business,0.1438,859.07,11.28978191,20.79,682,8.380936073972602,30946,61.5,3,0,0,1
1,major_purchase,0.0838,472.68,11.251560699999999,7.96,772,16.189155252054796,0,0.0,0,0,0,0
1,credit_card,0.1091,586.9,11.22524339,10.34,697,7.312442923287671,23391,90.7,1,0,0,0
1,major_purchase,0.0964,224.69,9.878169745,21.23,772,16.112328767123287,16324,48.0,0,0,0,0
1,debt_consolidation,0.128,483.81,10.49460201,8.47,662,7.3151826493150685,7104,93.5,2,0,0,1
1,debt_consolidation,0.1217,399.55,10.08580911,14.5,672,5.342579909589042,9273,43.9,0,0,0,0
1,debt_consolidation,0.1186,232.04,10.82774645,17.02,672,12.0,6718,94.6,3,0,0,0
1,small_business,0.0964,802.47,11.22524339,17.06,767,15.591894978082193,12017,12.1,4,0,0,1
1,debt_consolidation,0.1091,304.9,11.16368368,18.96,692,14.876712328767123,5749,43.2,1,1,0,0
1,small_business,0.1249,836.23,11.27545477,7.99,692,12.983561643835616,6530,21.8,0,1,0,0
1,all_other,0.0775,124.89,10.08580911,6.0,752,7.4768264849315065,2666,12.1,0,0,0,0
1,all_other,0.1028,113.4,10.77895629,17.65,687,5.671232876712328,3761,55.4,2,0,0,0
1,credit_card,0.1407,842.47,11.69524702,12.81,677,14.630251142465754,33698,91.3,0,0,0,0
1,debt_consolidation,0.1091,817.41,11.19821472,22.13,737,27.123287671232877,3472,4.5,1,0,0,1
1,debt_consolidation,0.1596,421.65,10.46287474,20.82,667,18.493264841095893,14534,48.9,3,1,0,0
1,educational,0.0933,575.17,11.00209984,9.96,732,7.485045663013699,6703,47.5,1,0,0,0
1,all_other,0.1312,405.03,11.56171563,18.25,667,11.93972602739726,5861,53.8,2,0,0,0
1,debt_consolidation,0.128,167.99,10.14564911,18.65,662,3.780821917808219,5061,72.3,0,1,0,0
1,debt_consolidation,0.0996,677.22,10.89857098,3.77,722,16.846575342465755,16888,39.5,0,0,0,0
1,all_other,0.1154,131.99,10.83863929,9.14,667,10.931506849315069,463,92.6,0,0,0,0
1,debt_consolidation,0.0933,281.2,10.1266311,0.0,712,9.205593608219178,0,0.0,0,1,0,0
1,debt_consolidation,0.0964,802.47,10.77895629,9.78,742,6.986301369863014,8283,12.7,4,0,0,0
1,credit_card,0.1091,505.16,11.61728548,10.86,687,9.369977169863013,46525,93.6,0,0,0,0
1,home_improvement,0.0743,180.23,10.62861778,2.32,772,7.150799087671233,2650,6.6,0,0,0,0
1,small_business,0.0933,798.84,11.51292546,1.57,762,17.422031964383564,17,0.1,5,0,0,1
1,all_other,0.0933,319.54,10.50506754,19.46,727,12.246689498630138,827,6.6,2,0,0,1
1,debt_consolidation,0.0964,32.1,8.517193191,18.0,702,3.2877853890410957,961,26.0,2,0,0,0
1,debt_consolidation,0.0964,192.6,9.798127037,2.87,697,3.2850456630136984,1554,29.3,1,0,0,0
1,home_improvement,0.1407,764.64,11.81303006,3.66,672,15.863013698630137,10753,52.3,2,3,0,1
1,all_other,0.0712,30.94,11.69524702,0.65,792,10.438470320547944,2227,3.8,1,0,0,0
1,credit_card,0.0901,381.66,11.51961693,6.64,722,28.19189498630137,7606,18.6,0,0,1,0
